主事件标题,事件标题,时间,地点,涉事方,关键动作,总推文数,链接1,链接2,链接3,链接4,链接5,链接6,链接7,链接8,链接9,链接10,链接11,链接12,链接13,链接14,链接15,链接16,链接17,链接18,链接19,链接20,链接21,链接22,链接23,链接24,链接25,链接26,链接27,链接28,链接29,链接30,链接31,链接32,链接33,链接34,链接35,链接36,链接37,链接38,链接39,链接40,链接41,链接42,链接43,链接44,链接45,链接46,链接47,链接48,链接49,链接50,链接51,链接52,链接53,链接54,链接55,链接56,链接57,链接58,链接59,链接60,链接61,链接62,链接63,链接64,链接65,链接66,链接67,链接68,链接69,链接70,链接71,链接72,链接73,链接74,链接75,链接76,链接77,链接78,链接79,链接80,链接81,链接82,链接83,链接84,链接85,链接86,链接87,链接88,链接89,链接90,链接91,链接92,链接93,链接94,链接95,链接96,链接97,链接98,链接99,链接100,链接101,链接102,链接103,链接104,链接105,链接106,链接107,链接108,链接109,链接110,链接111,链接112,链接113,链接114,链接115,链接116,链接117,链接118,链接119,链接120,链接121,链接122,链接123,链接124,链接125,链接126,链接127,链接128,链接129,链接130,链接131,链接132,链接133,链接134,链接135,链接136,链接137,链接138,链接139,链接140,链接141,链接142,链接143,链接144,链接145,链接146,链接147,链接148,链接149,链接150,链接151,链接152,链接153,链接154,链接155,链接156,链接157,链接158,链接159,链接160,链接161,链接162,链接163,链接164,链接165,链接166,链接167,链接168,链接169,链接170,链接171,链接172,链接173,链接174,链接175,链接176,链接177,链接178,链接179,链接180,链接181,链接182,链接183,链接184,链接185,链接186,链接187,链接188,链接189,链接190,链接191,链接192,链接193,链接194,链接195,链接196,链接197,链接198,链接199,链接200,链接201,链接202,链接203,链接204,链接205,链接206,链接207,链接208,链接209,链接210,链接211,链接212,链接213,链接214,链接215,链接216,链接217,链接218,链接219,链接220,链接221,链接222,链接223,链接224,链接225,链接226,链接227,链接228,链接229,链接230,链接231,链接232,链接233,链接234,链接235,链接236,链接237,链接238,链接239,链接240,链接241,链接242,链接243,链接244,链接245,链接246,链接247,链接248,链接249,链接250,链接251,链接252,链接253,链接254,链接255,链接256,链接257,链接258,链接259,链接260,链接261,链接262,链接263,链接264,链接265,链接266,链接267,链接268,链接269,链接270,链接271,链接272,链接273,链接274,链接275,链接276,链接277,链接278,链接279,链接280,链接281,链接282
中国在南海及周边海域进行多区域军事演习和部署并引发地区紧张,中国在印太地区进行多区域军事演习,2025/3/24,台湾海峡、西太平洋、南海、东海、黄海、渤海,中国,中国在印太地区多个海域进行联合战斗巡逻和军事演习，并进行新型登陆驳船的靠泊试验,2,"""https://x.com/ianellisjones/status/1903978064217772162/photo/1""","""https://x.com/ianellisjones/status/1904005173422260401/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国在南海地区进行军事部署和演习并重申对菲律宾的防务承诺,中国 与 美国 在 西菲律宾海 就 美国海军P-8A波塞冬侦察机空中任务 发生争执,2025/3/24,西菲律宾海,中国、美国,中国挑战美国海军P-8A波塞冬侦察机在西菲律宾海执行空中任务，而美国则表示此任务旨在履行对美菲联盟和印太地区的承诺,2,"""https://x.com/NCorralesINQ/status/1904130132639678955/photo/1""","""http://globalnation.inquirer.net"";""https://x.com/inquirerdotnet/status/1904132289774424369/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾谴责中国在南海的领土主张为“最大的谎言”并引发多方回应,菲律宾国防部长Gilberto Teodoro Jr.与中国就南海10段线主张发生争议,2025/3/25,南海、西菲律宾海,菲律宾国防部长Gilberto Teodoro Jr.、中国,菲律宾国防部长Gilberto Teodoro Jr.将中国在南海的10段线主张描述为“最大的虚构和谎言”,2,"""https://radyopilipinas.ph/2025/03/10-dash-line-claim-ng-china-pinakamalaking-kasinungalingan-kathang-isip-defense-sec-gibo-teodoro/"";""https://x.com/radyopilipinas1/status/1904311850973679899/video/1""","""https://www.abante.com.ph/2025/03/25/afp-tinawanan-10-dash-line-claim-ng-china/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾谴责中国在南海的领土主张为“最大的谎言”并引发多方回应,菲律宾与中国在南海就主权声索发生言语冲突,2025/3/27,南海,菲律宾、中国,菲律宾国防部长称中国在南海的主张是“最大的虚构和谎言”,3,"""https://apnews.com/article/philippines-south-china-sea-dispute-xi-jinping-6a042bcf422b577458f5e09d4d1622ef"";""https://buff.ly/H0OIoDh""","""https://x.com/jaytaryela/status/1906365395055038827/video/1"";""https://twitter.com/chinadaily/status/1905806677674532972""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国在南海地区进行军事部署和演习并重申对菲律宾的防务承诺,美国在南海部署导弹系统，加剧地区紧张局势,2025/3/27,南海,美国,美国在南海部署强大的Typhon导弹系统,2,"""https://rumble.com/v6ra21k-missiles-maps-and-military-moves-the-indo-pacific-power-play.html""","""https://twitter.com/antiwarcom/status/1906427991963611540"";""https://news.antiwar.com/2025/03/30/hegseth-announces-us-deploying-another-missile-system-to-the-philippines/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国在南海地区进行军事部署和演习并重申对菲律宾的防务承诺,美国与菲律宾在南海就防务同盟关系发表声明,2025/3/27,南海,美国、菲律宾,美国重申对菲律宾的防务承诺，并提及西菲律宾海,19,"""https://palawan-news.com/pentagon-chief-to-make-first-visit-to-ph/""","""https://www.newsmax.com/world/globaltalk/pete-hegseth-philippines-south-china-sea/2025/03/28/id/1204693/""","""https://x.com/onestpress/status/1905639354858385542/photo/1""","""https://x.com/BillGertz/status/1905442184226283544/photo/1""","""https://apnews.com/article/pete-hegseth-philippines-south-china-sea-8d77bd438667895aca30a86f2e07d1b2""","""https://www.ntd.com/hegseth-says-deterrence-necessary-in-face-of-china-threats-during-philippines-visit_1056997.html""","""https://x.com/MarioNawfal/status/1905875068112028039/photo/1"";""https://twitter.com/MarioNawfal/status/1904151210359222612""","""https://x.com/TristanNodalo/status/1905448397362135243/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国在南海地区进行军事部署和演习并重申对菲律宾的防务承诺,菲律宾与美国在南海斯卡伯勒浅滩部署军舰,2025/3/27,南海斯卡伯勒浅滩,菲律宾、美国、中国,菲律宾和美国海军军舰抵达斯卡伯勒浅滩，导致南海紧张局势升级,3,"""https://x.com/Worldwar_3_/status/1905069763081961653/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾谴责中国在南海的领土主张为“最大的谎言”并引发多方回应,菲律宾海岸警卫队发言人Jay Tarriela驳斥亲杜特尔特视频博主关于菲律宾部队在西菲律宾海使用水炮的说法,2025/3/27,西菲律宾海,菲律宾海岸警卫队发言人Jay Tarriela、亲杜特尔特视频博主,菲律宾海岸警卫队发言人Jay Tarriela驳斥亲杜特尔特视频博主关于菲律宾部队在西菲律宾海使用水炮的说法,2,"""https://x.com/PressOnePH/status/1905267388511330791/photo/1""","""https://verafiles.org/articles/fact-check-blogger-falsely-claims-ph-uses-water-cannons-in-wps"";""https://x.com/verafiles/status/1905077315807384015/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾谴责中国在南海的领土主张为“最大的谎言”并引发多方回应,菲律宾网民在社交媒体上呼吁中国撤出西菲律宾海,2025/3/28,西菲律宾海,菲律宾网民、中国,菲律宾网民在社交媒体上呼吁中国撤出西菲律宾海,2,"""https://x.com/News5PH/status/1905176056358904226/photo/1""","""https://x.com/Michael71T/status/1906259591807352920/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国在南海地区进行军事部署和演习并重申对菲律宾的防务承诺,菲律宾总统与美国国防部长Hegseth在印太地区和南海问题上重申合作承诺,2025/3/28,印太地区和南海,菲律宾总统、美国国防部长Hegseth,菲律宾总统表示美国国防部长Hegseth的访问是重要信息，表明菲律宾和美国将继续合作维护印太地区特别是南海的和平,9,"""https://radyopilipinas.ph/2025/03/us-defense-chief-binisita-si-pbbm-sa-malacanang/"";""https://x.com/radyopilipinas1/status/1905490417791201665/video/1""","""https://x.com/IvanAtHome/status/1905443893753380989/photo/1"";""https://twitter.com/IvanAtHome/status/1905433625279299625"";""https://x.com/IvanAtHome/status/1905444293785145392/photo/1"";""https://www.youtube.com/watch?v=4DSC1vdgL6g&ab_channel=RTVMalacanang""","""https://x.com/IvanAtHome/status/1905500000492347681/photo/1"";""https://twitter.com/IvanAtHome/status/1905444293785145392""",https://twitter.com/tribunephl/statuses/1905446438668304487,"""https://www.gmanetwork.com/news/topstories/nation/940851/pete-hegseth-deterrence-necessary-in-south-china-sea/story/"";""https://x.com/gmanews/status/1905455610021511476/photo/1""","""https://www.gmanetwork.com/news/topstories/nation/940851/pete-hegseth-deterrence-necessary-in-south-china-sea/story/""","""https://x.com/maracepeda/status/1905449240698257529/photo/1""",https://twitter.com/pia_gutierrez/statuses/1905451600216555895,"""https://x.com/tribunephl/status/1906254262373691881/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国在南海及周边海域进行多区域军事演习和部署并引发地区紧张,中国在南海部署轰炸机,2025/3/28,南海,中国,卫星图像显示中国在南海部署轰炸机,8,"""https://www.newsmax.com/world/globaltalk/satellite-images-china-bombers/2025/03/28/id/1204713/""","""https://www.reuters.com/world/asia-pacific/satellite-images-show-fresh-chinese-bomber-deployment-south-china-sea-2025-03-28/""","""https://www.usnews.com/news/world/articles/2025-03-28/exclusive-satellite-images-show-fresh-chinese-bomber-deployment-in-south-china-sea""","""https://www.marinelink.com/news/china-deploys-bombers-assert-sovereignty-524044""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国在南海地区进行军事部署和演习并重申对菲律宾的防务承诺,美国在西菲律宾海建立可信威慑,2025/3/28,西菲律宾海,美国,美国必须在西菲律宾海建立可信威慑,3,"""https://thehill.com/opinion/international/5215162-us-philippines-deterrence-china/""","""https://thehill.com/opinion/international/5215162-us-philippines-deterrence-china/"";""https://x.com/US_ShipOfState/status/1905569938292482284/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾谴责中国在南海的领土主张为“最大的谎言”并引发多方回应,菲律宾海岸警卫队发言人Jay Tarriela强调菲律宾在西菲律宾海的斗争是代际的，并优先青年参与,2025/3/28,西菲律宾海,菲律宾海岸警卫队发言人Jay Tarriela、菲律宾政府、菲律宾青年,菲律宾海岸警卫队发言人Jay Tarriela强调菲律宾在西菲律宾海的斗争是代际的，政府积极优先青年参与以确保海洋权利的可持续保护,3,"""https://x.com/PIA_NCR/status/1905434314608988373/video/1"";""https://x.com/PIA_NCR/status/1905432764712878230/photo/1""","""https://x.com/PIA_NCR/status/1905421257249882243/photo/1""","""https://x.com/PIA_NCR/status/1905434314608988373/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国在南海地区进行军事部署和演习并重申对菲律宾的防务承诺,美国国防部长Hegseth与菲律宾在南海问题上重申合作承诺,2025/3/28,南海,美国国防部长Hegseth、菲律宾,美国国防部长Hegseth强调朋友之间需要并肩站立以威慑冲突，确保自由航行，并认可菲律宾在南海问题上的坚定立场,4,https://twitter.com/ABSCBNNews/statuses/1905449794828669219,"""https://www.abs-cbn.com/news/nation/2025/3/28/us-philippines-must-stand-shoulder-to-shoulder-in-face-of-china-threat-hegseth-1036"";""https://x.com/ANCALERTS/status/1905511422110695802/photo/1""","""https://www.rappler.com/philippines/hegseth-emphasizes-deterrence-threats-communist-chinese-manila-visit-march-2025/""","""https://x.com/News5PH/status/1905474966780608544/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国在南海及周边海域进行多区域军事演习和部署并引发地区紧张,中国在斯卡伯勒浅滩部署轰炸机以宣示主权,2025/3/28,斯卡伯勒浅滩（黄岩岛）,中国,中国在本周向斯卡伯勒浅滩部署了两架远程轰炸机，以宣示对该争议环礁的主权,2,"""https://www.reuters.com/world/asia-pacific/satellite-images-show-fresh-chinese-bomber-deployment-south-china-sea-2025-03-28/""","""https://www.newswatchplus.ph/news/2025/3/28/Satellite-images-show-fresh-Chinese-bomber-deployment-in-South-China-Sea.html""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国在南海地区进行军事部署和演习并重申对菲律宾的防务承诺,美国与菲律宾在南海部署新型导弹系统和无人机以对抗中国,2025/3/29,南海,美国、菲律宾、中国,美国向菲律宾运送新型自主导弹系统和无人机，以应对马尼拉和北京在南海日益紧张的局势,4,"""https://www.washingtontimes.com/news/2025/mar/28/us-sending-high-tech-missile-system-philippines/?utm_campaign=twtnl_x&utm_medium=SocialFlow&utm_source=Twitter""","""https://news.antiwar.com/2025/03/30/hegseth-announces-us-deploying-another-missile-system-to-the-philippines/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国在南海地区进行军事部署和演习并重申对菲律宾的防务承诺,美国与中国在南海就菲律宾问题发生言语冲突,2025/3/29,南海,美国、中国、菲律宾,美国通过前主持人Pete Hegseth向中国传递信息，警告其不要在南海欺凌菲律宾，中国对此表示不满,4,"""https://twitter.com/MarioNawfal/status/1905875068112028039"";""https://x.com/MarioNawfal/status/1905875068112028039/photo/1"";""https://twitter.com/MarioNawfal/status/1904151210359222612""","""https://x.com/MarioNawfal/status/1904151210359222612/photo/1"";""https://twitter.com/MarioNawfal/status/1904007764453609666""","""https://twitter.com/RT_com/status/1905768660947636510"";""https://x.com/RT_com/status/1905768660947636510/video/1""",https://twitter.com/WJGBalderama/statuses/1906638440516788358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国在南海及周边海域进行多区域军事演习和部署并引发地区紧张,中国在南海斯卡伯勒浅滩部署轰炸机，美国国防部长访问菲律宾,2025/3/29,南海斯卡伯勒浅滩,中国、美国、菲律宾,中国在南海斯卡伯勒浅滩部署两架轰炸机，此前美国国防部长访问菲律宾,2,"""https://www.reuters.com/world/asia-pacific/satellite-images-show-fresh-chinese-bomber-deployment-south-china-sea-2025-03-28/"";""https://x.com/Byron_Wan/status/1905659330697068554/photo/1""","""https://x.com/MarioNawfal/status/1905943016247873566/photo/1"";""https://twitter.com/MarioNawfal/status/1905844869261607202""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国在南海地区进行军事部署和演习并重申对菲律宾的防务承诺,美国与菲律宾在南海部署先进反舰导弹以对抗中国,2025/3/29,南海,美国、菲律宾、中国,美国向菲律宾运送先进反舰导弹，以对抗中国在南海的行动,3,"""https://www.washingtontimes.com/news/2025/mar/28/us-sending-high-tech-missile-system-philippines/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国在南海及周边海域进行多区域军事演习和部署并引发地区紧张,中国人民解放军南部战区在南海海域开展例行巡逻并警告菲律宾停止挑衅滋事,2025/3/29,南海海域,中国人民解放军南部战区、菲律宾、美国,中国人民解放军南部战区在南海海域开展例行巡逻，警告菲律宾停止在该地区挑衅滋事，并强调依靠外部势力支持注定徒劳无功；同日，美国国防部长宣布免除对菲律宾5亿美元的对外援助冻结，用于提升其军事能力。,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国在南海地区进行军事部署和演习并重申对菲律宾的防务承诺,美国与盟友在南海加强威慑以对抗中国,2025/3/29,南海,美国、中国,美国国防部长表示，特朗普政府将与盟友合作，加强对包括中国在南海的侵略行为在内的全球威胁的威慑,4,"""https://www.stripes.com/theaters/asia_pacific/2025-03-28/hegseth-philippines-deterrence-china-threat-17286884.html""","""https://x.com/MarioNawfal/status/1905875068112028039/photo/1"";""https://twitter.com/MarioNawfal/status/1904151210359222612""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国在南海地区进行军事部署和演习并重申对菲律宾的防务承诺,中国与美国、菲律宾在南海就主权声索发生言语冲突,2025/3/29,南海,中国、美国、菲律宾,中国指责菲律宾在南海提出“非法主张”，同时美国加强对菲律宾的支持,3,"""https://x.com/MarioNawfal/status/1905844869261607202/photo/1"";""https://twitter.com/MarioNawfal/status/1893898652516855822""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
